SEQENCE ID                     TM SP PREDICTION
Q9KLI6                          5  0 o20-38i50-72o84-105i155-175o187-205i
Q9KLI7                          5  0 o20-39i51-71o83-105i155-176o188-209i
Q9KLJ2                          0  0 o
Q9KLJ6                          0  0 o
Q9KLJ7                          0  0 o
Q9KLK2                          0  0 o
Q9KLK6                          0  Y n5-16c22/23o
Q9KLL6                          0  Y n17-24c28/29o
Q9KLL7                          0  Y n7-15c22/23o
Q9KLL8                          5  0 o20-38i50-71o91-109i137-159o199-220i
Q9KLM4                          0  0 o
Q9KLM6                          0  0 o
Q9KLM9                          3  0 i36-52o58-76i97-116o
Q9KLN1                          0  0 o
Q9KLN2                          0  0 i
Q9KLN4                          2  0 i48-73o373-391i
Q9KLN5                          0  0 o
Q9KLN8                          2  0 i12-35o322-342i
Q9KLN9                          0  0 o
Q9KLP4                          0  0 o
Q9KLP6                          2  0 i23-43o320-345i
Q9KLQ0                          6  0 i20-41o447-467i474-498o504-522i543-568o574-598i
Q9KLQ1                          0  0 o
Q9KLQ2                          0  0 o
Q9KLQ6                         16  0 i23-44o64-81i93-112o118-137i149-172o199-222i234-260o280-307i328-350o390-409i441-466o486-517i529-549o555-573i617-640o660-685i
Q9KLQ9                          9  0 o6-24i33-51o57-74i81-100o106-130i142-164o190-208i215-233o263-281i
Q9KLR0                          0  0 o
Q9KLR2                          1  0 o17-37i
Q9KLR5                          0  0 i
Q9KLR6                          0  0 o
Q9KLR7                          2  0 o25-45i158-183o
Q9KLS5                          0  0 o
Q9KLS6                         12  0 i5-23o29-47i80-99o119-150i162-180o200-223i244-261o273-291i317-337o349-369i376-399o438-457i
Q9KLT0                          0  Y n4-15c20/21o
Q9KLT4                          0  0 o
Q9KLT6                          0  0 o
Q9KLT8                         10  0 i112-135o155-176i188-209o229-246i258-282o302-322i334-356o376-396i403-424o444-466i
Q9KLU5                          0  0 o
Q9KLV9                          0  0 o
Q9KLX4                          0  0 o
Q9KLX7                          0  0 o
Q9KLX9                          3  0 o20-38i45-66o78-96i
Q9KLY1                          0  Y n4-11c16/17o
Q9KLY7                          0  0 o
Q9KLZ9                          6  0 i9-30o133-152i164-190o220-243i278-305o325-351i
Q9KM08                          0  Y n6-16c21/22o
Q9KM09                          0  0 o
Q9KM25                          9  0 o6-24i33-50o56-74i86-107o119-143i163-179o185-204i211-231o237-257i
Q9KM26                          5  0 o168-191i401-419o425-444i456-473o479-501i
Q9KM29                          8  0 i12-34o40-59i64-82o88-110i122-143o163-186i193-211o217-235i
Q9KM32                          1  Y n17-28c33/34o268-286i
Q9KM49                          6  0 i36-55o75-98i119-142o162-185i197-225o257-277i
Q9KM55                          1  0 o6-22i
Q9KM57                          3  0 o12-28i40-66o86-106i
Q9KM58                          0  0 o
Q9KM59                         11  Y n8-16c21/22o48-69i100-118o138-156i168-188o208-232i244-264o284-315i336-356o362-384i396-416o422-439i
Q9KM60                          0  0 o
Q9KM65                          0  0 o
Q9KM67                          0  0 o
Q9KM68                          0  0 o
Q9KM75                          0  0 o
Q9KM77                          0  0 o
Q9KMA5                          0  0 o
Q9KMA6                          0  0 o
Q9KMC1                          0  Y n3-13c18/19o
Q9KMF4                          0  Y n3-13c18/19o
Q9KMG4                          0  0 i
Q9KMG5                          0  0 o
Q9KMJ6                          0  Y n3-13c18/19o
Q9KMN0                          0  0 o
Q9KMN1                          0  0 o
Q9KMP5                          0  0 o
Q9KMP6                          0  Y n4-12c20/21o
Q9KMR3                          1  Y n10-20c24/25o249-271i
Q9KMS0                          0  Y n6-17c23/24o
Q9KMS4                         11  0 o15-34i46-66o103-121i142-172o233-253i265-285o305-321i328-347o353-371i383-402o422-449i
Q9KMS6                          0  0 o
Q9KMT2                          1  Y n19-32c37/38o206-226i
Q9KMV1                          5  0 o26-43i50-73o85-117i124-140o146-165i
Q9KMV7                          2  0 i21-44o155-177i
Q9KMW0                          0  Y n4-11c17/18o
Q9KMW3                         11  0 o6-38i50-70o90-110i131-155o167-188i235-252o264-284i296-314o334-353i365-389o418-441i
Q9KMW8                          0  0 o
Q9KMX2                          6  0 i21-39o51-69i81-102o122-140i152-169o181-205i
Q9KMY7                         10  Y n2-20c25/26o35-51i58-78o84-109i164-186o192-212i248-270o276-299i306-329o341-367i379-400o
Q9KN00                          0  0 i
Q9KN01                          0  0 o
Q9KN02                          0  Y n37-48c54/55o
Q9KN05                          0  0 o
Q9KN06                         10  0 i12-31o43-64i94-115o121-139i151-171o186-203i223-243o283-308i329-362o382-406i
Q9KN16                          0  0 o
Q9KN24                          0  0 o
Q9KN25                          1  Y n6-17c25/26o267-285i
Q9KN29                         12  0 i43-61o81-99i111-133o139-159i180-200o206-226i272-291o311-330i342-359o371-391i403-422o434-454i
Q9KN30                          0  Y n23-34c41/42o
Q9KN35                          0  Y n6-17c25/26o
Q9KN48                          0  0 o
Q9KN67                          0  0 o
Q9KN81                          0  0 o
Q9KN91                          2  0 o12-35i181-200o
Q9KN93                          6  0 i21-42o75-97i109-128o134-159i191-212o259-281i
Q9KN94                          7  0 o6-31i52-76o105-138i150-173o185-203i242-265o299-321i
Q9KN95                          0  Y n31-43c48/49o
Q9KNA7                          0  Y n5-15c20/21o
Q9KNB6                          0  0 o
Q9KNC4                         11  0 o12-30i42-60o66-84i96-119o162-182i224-241o253-272i284-307o313-334i346-368o380-404i
Q9KNC9                          7  Y n15-25c30/31o46-69i81-103o140-160i181-206o212-237i287-312o324-349i
Q9KND0                          6  0 i35-56o81-99i111-129o184-204i211-231o237-253i
Q9KND4                          1  Y n8-22c30/31o169-188i
Q9KNE0                         15  0 i21-39o45-61i68-86o92-111i123-141o147-166i178-200o220-240i260-277o283-306i318-336o356-373i380-399o405-429i441-461o
Q9KNE4                          3  0 o36-54i66-84o118-151i
Q9KNE6                          0  0 o
Q9KNE7                          0  0 o
Q9KNF0                          0  0 o
Q9KNF1                          0  0 o
Q9KNF6                          2  0 i9-29o199-220i
Q9KNG4                          1  0 o600-619i
Q9KNG5                          0  0 o
Q9KNG7                          0  0 o
Q9KNG8                          4  0 i16-35o41-65i77-98o104-125i
Q9KNG9                          5  0 o43-61i97-115o144-163i208-230o236-261i
Q9KNH1                          1  0 o6-26i
Q9KNH2                          0  0 o
Q9KNH4                          0  0 o
Q9KNH8                         12  0 i12-31o51-70i82-101o107-128i140-160o166-188i214-234o249-266i278-298o304-326i347-364o370-388i
Q9KNI3                         12  0 i12-31o37-57i69-90o102-121i133-153o184-202i207-224o236-255i276-295o333-353i398-419o458-483i
Q9KNI9                          0  0 o
Q9KNJ0                          0  0 o
Q9KNK2                          0  0 o
Q9KNK3                          0  0 o
Q9KNL2                          0  0 o
Q9KNL6                          0  0 o
Q9KNL7                          0  0 o
Q9KNL8                          0  0 o
Q9KNL9                          1  Y n10-20c25/26o153-172i
Q9KNM1                          0  0 o
Q9KNM6                          6  0 i12-31o37-59i71-91o107-127i139-163o183-206i
Q9KNN2                         12  0 i12-31o37-57i64-86o106-128i149-177o183-205i244-267o279-299i311-333o345-363i375-399o428-450i
Q9KNN3                          0  0 o
Q9KNN4                          0  0 o
Q9KNN7                          0  0 o
Q9KNN8                          2  0 o12-33i176-195o
Q9KNN9                          0  0 o
Q9KNP1                          6  0 i12-34o40-61i82-100o120-139i159-176o182-200i
Q9KNP3                          0  0 o
Q9KNP5                          0  0 o
Q9KNP6                          0  0 o
Q9KNP9                          0  0 o
Q9KNQ0                          0  0 o
Q9KNQ2                          0  0 o
Q9KNQ4                          0  Y n7-16c21/22o
Q9KNQ7                          0  0 o
Q9KNQ8                          8  Y n16-26c31/32o41-59i95-114o120-140i152-170o176-195i224-242o248-270i282-303o
Q9KNQ9                          0  0 o
Q9KNR6                          0  0 o
Q9KNS0                          0  0 o
Q9KNS1                          0  0 o
Q9KNS2                          3  0 o34-55i67-87o107-129i
Q9KNS3                          2  Y n30-42c47/48o63-87i107-126o
Q9KNS4                          0  0 o
Q9KNS8                          0  0 o
Q9KNT2                          0  0 o
Q9KNT9                          0  0 o
Q9KNW7                          0  0 o
Q9KNX2                          0  0 o
Q9KNX4                         14  0 i12-32o64-83i90-108o114-133i145-167o173-193i205-227o239-257i269-287o293-312i324-344o350-371i383-402o408-429i
Q9KNX7                          0  0 o
Q9KNY1                          0  0 o
Q9KNY2                          0  0 o
Q9KNY3                          0  0 i
Q9KNY4                          0  0 o
Q9KNY6                          0  0 i
Q9KNY7                          0  0 o
Q9KNY8                          0  0 i
Q9KNY9                          0  0 o
Q9KNZ0                          0  0 o
Q9KNZ1                          0  0 i
Q9KNZ2                          0  0 i
Q9KNZ3                          0  0 o
