# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q9KLY6	OTHER	0.003547	0.996453	
Q9KLY8	SP(Sec/SPI)	0.724389	0.275611	CS pos: 27-28. AFA-GQ. Pr: 0.4199
Q9KLY9	OTHER	0.001146	0.998854	
Q9KLZ0	OTHER	0.001432	0.998568	
Q9KLZ1	OTHER	0.000776	0.999224	
Q9KLZ2	OTHER	0.236591	0.763409	
Q9KLZ3	OTHER	0.011303	0.988697	
Q9KLZ4	OTHER	0.023817	0.976183	
Q9KLZ5	OTHER	0.001665	0.998335	
Q9KLZ6	OTHER	0.000686	0.999314	
Q9KLZ7	OTHER	0.000809	0.999191	
Q9KLZ8	SP(Sec/SPI)	0.908084	0.091916	CS pos: 28-29. SWA-AV. Pr: 0.8652
Q9KM00	OTHER	0.060805	0.939195	
Q9KM01	OTHER	0.003840	0.996160	
Q9KM02	OTHER	0.002132	0.997868	
Q9KM03	OTHER	0.012457	0.987543	
Q9KM04	OTHER	0.001349	0.998651	
Q9KM05	OTHER	0.002394	0.997606	
Q9KM06	SP(Sec/SPI)	0.997027	0.002973	CS pos: 19-20. LHA-KP. Pr: 0.8603
Q9KM07	OTHER	0.000401	0.999599	
Q9KM10	OTHER	0.001188	0.998812	
Q9KM11	OTHER	0.000417	0.999583	
Q9KM12	SP(Sec/SPI)	0.697544	0.302456	CS pos: 17-18. AAA-TI. Pr: 0.1690
Q9KM13	SP(Sec/SPI)	0.975166	0.024834	CS pos: 26-27. AYA-DD. Pr: 0.9592
Q9KM14	OTHER	0.002781	0.997219	
Q9KM15	OTHER	0.001995	0.998005	
Q9KM16	SP(Sec/SPI)	0.960820	0.039180	CS pos: 23-24. ASG-EY. Pr: 0.7109
Q9KM18	OTHER	0.001024	0.998976	
Q9KM19	OTHER	0.000937	0.999063	
Q9KM20	OTHER	0.001416	0.998584	
Q9KM21	SP(Sec/SPI)	0.962721	0.037279	CS pos: 21-22. AFS-AN. Pr: 0.7630
Q9KM22	SP(Sec/SPI)	0.994876	0.005124	CS pos: 23-24. AFA-DP. Pr: 0.9841
Q9KM27	OTHER	0.001003	0.998997	
Q9KM28	OTHER	0.000578	0.999422	
Q9KM30	SP(Sec/SPI)	0.985084	0.014916	CS pos: 22-23. ATA-KS. Pr: 0.7359
Q9KM31	OTHER	0.003147	0.996853	
Q9KM33	OTHER	0.420248	0.579752	
Q9KM34	OTHER	0.007542	0.992458	
Q9KM35	OTHER	0.015141	0.984859	
Q9KM36	OTHER	0.014595	0.985405	
Q9KM37	OTHER	0.002502	0.997498	
Q9KM38	OTHER	0.000857	0.999143	
Q9KM39	OTHER	0.002466	0.997534	
Q9KM40	OTHER	0.004317	0.995683	
Q9KM41	OTHER	0.035459	0.964541	
Q9KM42	OTHER	0.000508	0.999492	
Q9KM43	OTHER	0.012191	0.987809	
Q9KM44	OTHER	0.000658	0.999342	
Q9KM45	OTHER	0.000841	0.999159	
Q9KM46	OTHER	0.011296	0.988704	
Q9KM47	OTHER	0.010705	0.989295	
Q9KM48	OTHER	0.004596	0.995404	
Q9KM50	SP(Sec/SPI)	0.998677	0.001323	CS pos: 22-23. ANA-AD. Pr: 0.9177
Q9KM51	OTHER	0.000933	0.999067	
Q9KM52	OTHER	0.001061	0.998939	
Q9KM53	OTHER	0.013277	0.986723	
Q9KM54	SP(Sec/SPI)	0.983310	0.016690	CS pos: 22-23. LHG-GD. Pr: 0.4677
Q9KM56	OTHER	0.000616	0.999384	
Q9KM61	OTHER	0.027320	0.972680	
Q9KM63	SP(Sec/SPI)	0.784076	0.215924	CS pos: 20-21. LDA-AT. Pr: 0.3749
Q9KM64	OTHER	0.001139	0.998861	
Q9KM73	OTHER	0.003671	0.996329	
Q9KM74	SP(Sec/SPI)	0.966863	0.033137	CS pos: 20-21. VAC-AT. Pr: 0.3720
Q9KM78	OTHER	0.377478	0.622522	
Q9KM79	OTHER	0.003592	0.996408	
Q9KM80	OTHER	0.002283	0.997717	
Q9KM81	OTHER	0.005555	0.994445	
Q9KM82	OTHER	0.000895	0.999105	
Q9KM83	OTHER	0.005470	0.994530	
Q9KM84	OTHER	0.000629	0.999371	
Q9KM85	OTHER	0.002449	0.997551	
Q9KM86	OTHER	0.035060	0.964940	
Q9KM87	OTHER	0.001142	0.998858	
Q9KM88	OTHER	0.001611	0.998389	
Q9KM89	OTHER	0.000460	0.999540	
Q9KM90	OTHER	0.008212	0.991788	
Q9KM91	SP(Sec/SPI)	0.773963	0.226037	CS pos: 24-25. SRA-LN. Pr: 0.6352
Q9KM92	OTHER	0.002556	0.997444	
Q9KM93	OTHER	0.001096	0.998904	
Q9KM94	OTHER	0.000955	0.999045	
Q9KM95	OTHER	0.009838	0.990162	
Q9KM96	OTHER	0.001017	0.998983	
Q9KM97	OTHER	0.001416	0.998584	
Q9KM98	OTHER	0.000609	0.999391	
Q9KM99	OTHER	0.003468	0.996532	
Q9KMA0	OTHER	0.000667	0.999333	
Q9KMA1	OTHER	0.334144	0.665856	
Q9KMA2	OTHER	0.000970	0.999030	
Q9KMA3	OTHER	0.000343	0.999657	
Q9KMA4	OTHER	0.003003	0.996997	
Q9KMA7	OTHER	0.338102	0.661898	
Q9KMA8	OTHER	0.329533	0.670467	
Q9KMA9	OTHER	0.001126	0.998874	
Q9KMB0	OTHER	0.121776	0.878224	
Q9KMB1	OTHER	0.005602	0.994398	
Q9KMB2	OTHER	0.201245	0.798755	
Q9KMB3	OTHER	0.001205	0.998795	
Q9KMB4	SP(Sec/SPI)	0.900905	0.099095	CS pos: 20-21. GCA-NE. Pr: 0.5121
Q9KMB5	OTHER	0.000329	0.999671	
Q9KMB6	OTHER	0.000233	0.999767	
Q9KMB7	OTHER	0.002929	0.997071	
Q9KMB8	OTHER	0.001238	0.998762	
Q9KMB9	OTHER	0.000393	0.999607	
Q9KMC0	OTHER	0.006525	0.993475	
Q9KMC2	OTHER	0.000299	0.999701	
Q9KMC3	OTHER	0.001988	0.998012	
Q9KMC4	OTHER	0.000294	0.999706	
Q9KMC5	OTHER	0.001157	0.998843	
Q9KMC6	OTHER	0.000214	0.999786	
Q9KMC7	OTHER	0.148299	0.851701	
Q9KMC8	OTHER	0.002956	0.997044	
Q9KMC9	OTHER	0.000707	0.999293	
Q9KMD0	OTHER	0.001733	0.998267	
Q9KMD1	OTHER	0.004250	0.995750	
Q9KMD2	OTHER	0.063737	0.936263	
Q9KMD3	OTHER	0.009744	0.990256	
Q9KMD4	OTHER	0.400958	0.599042	
Q9KMD5	OTHER	0.004839	0.995161	
Q9KMD6	SP(Sec/SPI)	0.592262	0.407738	CS pos: 31-32. LYA-ND. Pr: 0.2399
Q9KMD7	OTHER	0.155901	0.844099	
Q9KMD8	OTHER	0.066044	0.933956	
Q9KMD9	OTHER	0.000275	0.999725	
Q9KME0	SP(Sec/SPI)	0.998329	0.001671	CS pos: 17-18. VGC-DD. Pr: 0.7380
Q9KME1	OTHER	0.003390	0.996610	
Q9KME2	OTHER	0.059143	0.940857	
Q9KME3	OTHER	0.058597	0.941403	
Q9KME4	OTHER	0.001743	0.998257	
Q9KME5	OTHER	0.001344	0.998656	
Q9KME6	SP(Sec/SPI)	0.748256	0.251744	CS pos: 31-32. LHA-ND. Pr: 0.4521
Q9KME7	OTHER	0.000171	0.999829	
Q9KME8	OTHER	0.230356	0.769644	
Q9KME9	OTHER	0.000366	0.999634	
Q9KMF0	OTHER	0.002382	0.997618	
Q9KMF1	OTHER	0.002058	0.997942	
Q9KMF2	OTHER	0.001590	0.998410	
Q9KMF3	OTHER	0.016583	0.983417	
Q9KMF5	OTHER	0.067433	0.932567	
Q9KMF6	OTHER	0.003172	0.996828	
Q9KMF7	OTHER	0.031868	0.968132	
Q9KMF8	OTHER	0.002502	0.997498	
Q9KMF9	OTHER	0.002032	0.997968	
Q9KMG0	OTHER	0.002169	0.997831	
Q9KMG1	OTHER	0.001323	0.998677	
Q9KMG2	OTHER	0.002713	0.997287	
Q9KMG3	OTHER	0.021907	0.978093	
Q9KMG6	SP(Sec/SPI)	0.637758	0.362242	CS pos: 14-15. VLS-AI. Pr: 0.3926
Q9KMG7	OTHER	0.001007	0.998993	
Q9KMG8	OTHER	0.007352	0.992648	
Q9KMH0	SP(Sec/SPI)	0.823747	0.176253	CS pos: 21-22. LLA-LD. Pr: 0.4405
Q9KMH1	OTHER	0.008555	0.991445	
Q9KMH2	OTHER	0.000838	0.999162	
Q9KMH3	OTHER	0.088944	0.911056	
Q9KMH4	OTHER	0.002351	0.997649	
Q9KMH5	OTHER	0.000792	0.999208	
Q9KMH6	OTHER	0.004643	0.995357	
Q9KMH7	OTHER	0.000792	0.999208	
Q9KMH8	OTHER	0.008306	0.991694	
Q9KMH9	OTHER	0.001748	0.998252	
Q9KMI0	OTHER	0.001690	0.998310	
Q9KMI1	OTHER	0.003142	0.996858	
Q9KMI2	OTHER	0.001036	0.998964	
Q9KMI3	OTHER	0.000530	0.999470	
Q9KMI4	OTHER	0.001862	0.998138	
Q9KMI5	OTHER	0.004062	0.995938	
Q9KMI6	OTHER	0.000585	0.999415	
Q9KMI7	OTHER	0.009286	0.990714	
Q9KMI8	OTHER	0.000839	0.999161	
Q9KMJ0	OTHER	0.003260	0.996740	
Q9KMJ1	OTHER	0.051248	0.948752	
Q9KMJ2	OTHER	0.003910	0.996090	
Q9KMJ3	SP(Sec/SPI)	0.542913	0.457087	CS pos: 15-16. CLA-IN. Pr: 0.2216
Q9KMJ4	OTHER	0.315669	0.684331	
Q9KMJ5	OTHER	0.007629	0.992371	
Q9KMJ7	OTHER	0.000877	0.999123	
Q9KMJ8	OTHER	0.003490	0.996510	
Q9KMJ9	OTHER	0.000712	0.999288	
Q9KMK0	OTHER	0.003779	0.996221	
Q9KMK1	OTHER	0.000223	0.999777	
Q9KMK2	OTHER	0.002877	0.997123	
Q9KMK3	OTHER	0.001591	0.998409	
Q9KMK5	OTHER	0.000464	0.999536	
Q9KMK6	OTHER	0.000355	0.999645	
Q9KMK7	OTHER	0.000899	0.999101	
Q9KMK8	OTHER	0.008240	0.991760	
Q9KMK9	OTHER	0.001566	0.998434	
Q9KML0	OTHER	0.006100	0.993900	
Q9KML1	OTHER	0.068376	0.931624	
Q9KML2	OTHER	0.001433	0.998567	
Q9KML3	OTHER	0.000964	0.999036	
Q9KML4	OTHER	0.000675	0.999325	
Q9KML5	OTHER	0.002342	0.997658	
Q9KML6	OTHER	0.004937	0.995063	
Q9KML8	OTHER	0.310590	0.689410	
Q9KML9	OTHER	0.005504	0.994496	
Q9KMM0	OTHER	0.000486	0.999514	
Q9KMM1	OTHER	0.003738	0.996262	
Q9KMM2	OTHER	0.003080	0.996920	
Q9KMM3	OTHER	0.000314	0.999686	
Q9KMM4	OTHER	0.000652	0.999348	
Q9KMM5	OTHER	0.003101	0.996899	
Q9KMM6	OTHER	0.001349	0.998651	
Q9KMM7	OTHER	0.028798	0.971202	
Q9KMM8	OTHER	0.001111	0.998889	
Q9KMM9	OTHER	0.073692	0.926308	
Q9KMN2	OTHER	0.001853	0.998147	
Q9KMN3	OTHER	0.460519	0.539481	
Q9KMN4	OTHER	0.003335	0.996665	
Q9KMN5	OTHER	0.004062	0.995938	
Q9KMN8	OTHER	0.109260	0.890740	
Q9KMN9	OTHER	0.001279	0.998721	
Q9KMP0	OTHER	0.002339	0.997661	
Q9KMP1	OTHER	0.003384	0.996616	
Q9KMP2	OTHER	0.001447	0.998553	
Q9KMP3	OTHER	0.000318	0.999682	
Q9KMP7	OTHER	0.001378	0.998622	
Q9KMP8	OTHER	0.000492	0.999508	
Q9KMP9	OTHER	0.000459	0.999541	
Q9KMQ1	OTHER	0.000492	0.999508	
Q9KMQ2	OTHER	0.014301	0.985699	
Q9KMQ3	SP(Sec/SPI)	0.806772	0.193228	CS pos: 22-23. VET-IY. Pr: 0.7003
Q9KMQ4	OTHER	0.002339	0.997661	
Q9KMQ5	OTHER	0.001637	0.998363	
Q9KMQ6	OTHER	0.003137	0.996863	
Q9KMQ7	OTHER	0.000632	0.999368	
Q9KMQ8	SP(Sec/SPI)	0.983197	0.016803	CS pos: 27-28. ASS-AP. Pr: 0.5427
Q9KMR1	OTHER	0.009608	0.990392	
Q9KMR2	OTHER	0.000559	0.999441	
Q9KMR4	OTHER	0.001758	0.998242	
Q9KMR5	SP(Sec/SPI)	0.872825	0.127175	CS pos: 26-27. AIA-ET. Pr: 0.7435
Q9KMR6	SP(Sec/SPI)	0.995997	0.004003	CS pos: 20-21. SFA-LT. Pr: 0.8972
Q9KMR7	OTHER	0.001042	0.998958	
Q9KMR8	OTHER	0.033943	0.966057	
Q9KMR9	OTHER	0.158678	0.841322	
Q9KMS1	OTHER	0.002639	0.997361	
Q9KMS2	OTHER	0.001196	0.998804	
Q9KMS3	OTHER	0.000276	0.999724	
Q9KMS5	OTHER	0.001255	0.998745	
Q9KMS7	OTHER	0.008306	0.991694	
Q9KMS8	OTHER	0.001408	0.998592	
Q9KMS9	OTHER	0.000984	0.999016	
Q9KMT0	OTHER	0.037664	0.962336	
Q9KMT1	OTHER	0.000753	0.999247	
Q9KMT3	SP(Sec/SPI)	0.997047	0.002953	CS pos: 25-26. TQA-AD. Pr: 0.9654
Q9KMT4	OTHER	0.002575	0.997425	
Q9KMT6	OTHER	0.004192	0.995808	
Q9KMT7	OTHER	0.001352	0.998648	
Q9KMT8	OTHER	0.000652	0.999348	
Q9KMT9	OTHER	0.001563	0.998437	
Q9KMU0	OTHER	0.143155	0.856845	
Q9KMU1	OTHER	0.426968	0.573032	
Q9KMU2	OTHER	0.104238	0.895762	
Q9KMU3	OTHER	0.002235	0.997765	
Q9KMU4	OTHER	0.001967	0.998033	
Q9KMU5	OTHER	0.310524	0.689476	
Q9KMV0	SP(Sec/SPI)	0.998118	0.001882	CS pos: 19-20. VNA-AT. Pr: 0.8691
Q9KMV2	OTHER	0.003989	0.996011	
Q9KMV3	OTHER	0.001506	0.998494	
Q9KMV4	OTHER	0.267090	0.732910	
Q9KMV5	OTHER	0.024411	0.975589	
Q9KMV6	SP(Sec/SPI)	0.668172	0.331828	CS pos: 42-43. AWA-AN. Pr: 0.6531
Q9KMV9	OTHER	0.003546	0.996454	
Q9KMW2	OTHER	0.090993	0.909007	
Q9KMW5	OTHER	0.001905	0.998095	
Q9KMW6	OTHER	0.000876	0.999124	
Q9KMW7	OTHER	0.000584	0.999416	
Q9KMX0	OTHER	0.004414	0.995586	
Q9KMX1	SP(Sec/SPI)	0.997685	0.002315	CS pos: 20-21. AYA-GN. Pr: 0.9544
Q9KMX3	OTHER	0.152758	0.847242	
Q9KMX4	OTHER	0.002862	0.997138	
Q9KMX6	OTHER	0.001146	0.998854	
Q9KMX7	OTHER	0.000718	0.999282	
Q9KMX8	OTHER	0.001108	0.998892	
Q9KMX9	OTHER	0.028154	0.971846	
Q9KMY0	SP(Sec/SPI)	0.787590	0.212410	CS pos: 18-19. ASA-DH. Pr: 0.6318
Q9KMY1	OTHER	0.001854	0.998146	
Q9KMY2	OTHER	0.000960	0.999040	
Q9KMY4	OTHER	0.020237	0.979763	
Q9KMY5	OTHER	0.004606	0.995394	
Q9KMY8	OTHER	0.005791	0.994209	
Q9KMY9	OTHER	0.000560	0.999440	
Q9KMZ0	OTHER	0.015095	0.984905	
Q9KMZ1	OTHER	0.001540	0.998460	
Q9KMZ2	OTHER	0.002004	0.997996	
Q9KMZ3	OTHER	0.000189	0.999811	
Q9KMZ4	OTHER	0.018983	0.981017	
Q9KMZ5	OTHER	0.112111	0.887889	
Q9KMZ6	SP(Sec/SPI)	0.980846	0.019154	CS pos: 28-29. AHS-AD. Pr: 0.8792
Q9KMZ7	OTHER	0.000772	0.999228	
Q9KMZ8	OTHER	0.000563	0.999437	
Q9KMZ9	OTHER	0.002411	0.997589	
Q9KN03	OTHER	0.000751	0.999249	
Q9KN04	OTHER	0.000552	0.999448	
Q9KN07	OTHER	0.037611	0.962389	
Q9KN08	OTHER	0.001851	0.998149	
Q9KN09	OTHER	0.005223	0.994777	
Q9KN10	OTHER	0.020956	0.979044	
Q9KN11	OTHER	0.052381	0.947619	
Q9KN12	OTHER	0.048802	0.951198	
Q9KN13	OTHER	0.006110	0.993890	
Q9KN14	OTHER	0.023663	0.976337	
Q9KN15	OTHER	0.029434	0.970566	
Q9KN17	OTHER	0.090408	0.909592	
Q9KN18	OTHER	0.025290	0.974710	
Q9KN19	OTHER	0.003272	0.996728	
Q9KN20	OTHER	0.000480	0.999520	
Q9KN21	OTHER	0.002750	0.997250	
Q9KN22	OTHER	0.173045	0.826955	
Q9KN23	OTHER	0.015423	0.984577	
Q9KN26	SP(Sec/SPI)	0.586673	0.413327	CS pos: 38-39. VQA-HG. Pr: 0.4826
Q9KN27	SP(Sec/SPI)	0.996924	0.003076	CS pos: 19-20. AFA-SI. Pr: 0.8485
Q9KN28	OTHER	0.001735	0.998265	
Q9KN31	OTHER	0.002879	0.997121	
Q9KN32	OTHER	0.001625	0.998375	
Q9KN33	OTHER	0.000944	0.999056	
Q9KN36	OTHER	0.001734	0.998266	
Q9KN39	OTHER	0.002247	0.997753	
Q9KN40	SP(Sec/SPI)	0.993404	0.006596	CS pos: 22-23. VGS-KA. Pr: 0.3357
Q9KN43	OTHER	0.001515	0.998485	
Q9KN44	OTHER	0.002408	0.997592	
Q9KN45	OTHER	0.000866	0.999134	
Q9KN46	OTHER	0.000279	0.999721	
Q9KN47	SP(Sec/SPI)	0.565173	0.434827	CS pos: 31-32. VLA-AS. Pr: 0.2561
Q9KN49	OTHER	0.002625	0.997375	
Q9KN50	OTHER	0.000374	0.999626	
Q9KN51	OTHER	0.001032	0.998968	
Q9KN52	SP(Sec/SPI)	0.997143	0.002857	CS pos: 19-20. CSS-SD. Pr: 0.3752
Q9KN53	OTHER	0.290898	0.709102	
Q9KN54	OTHER	0.001874	0.998126	
Q9KN55	OTHER	0.000635	0.999365	
Q9KN56	OTHER	0.001313	0.998687	
Q9KN57	OTHER	0.001330	0.998670	
Q9KN58	OTHER	0.000581	0.999419	
Q9KN59	OTHER	0.019849	0.980151	
Q9KN60	OTHER	0.002427	0.997573	
Q9KN62	OTHER	0.001877	0.998123	
Q9KN63	OTHER	0.001123	0.998877	
Q9KN64	OTHER	0.091339	0.908661	
Q9KN65	SP(Sec/SPI)	0.957604	0.042396	CS pos: 28-29. AQA-SE. Pr: 0.8518
Q9KN66	OTHER	0.001673	0.998327	
Q9KN68	OTHER	0.002842	0.997158	
Q9KN69	SP(Sec/SPI)	0.992095	0.007905	CS pos: 21-22. IWA-TT. Pr: 0.8989
Q9KN70	OTHER	0.070535	0.929465	
Q9KN71	OTHER	0.000194	0.999806	
Q9KN72	OTHER	0.000482	0.999518	
Q9KN73	OTHER	0.133993	0.866007	
Q9KN74	OTHER	0.000392	0.999608	
Q9KN75	OTHER	0.038349	0.961651	
Q9KN76	OTHER	0.003630	0.996370	
Q9KN77	OTHER	0.009432	0.990568	
Q9KN78	OTHER	0.000474	0.999526	
Q9KN79	OTHER	0.000752	0.999248	
Q9KN80	OTHER	0.003037	0.996963	
Q9KN82	OTHER	0.110724	0.889276	
Q9KN83	OTHER	0.000363	0.999637	
Q9KN84	OTHER	0.014989	0.985011	
Q9KN85	OTHER	0.000359	0.999641	
Q9KN87	OTHER	0.001191	0.998809	
Q9KN88	OTHER	0.023553	0.976447	
Q9KN89	OTHER	0.013603	0.986397	
Q9KN90	SP(Sec/SPI)	0.998445	0.001555	CS pos: 18-19. ALA-SN. Pr: 0.9358
Q9KN96	OTHER	0.026495	0.973505	
Q9KN97	OTHER	0.081439	0.918561	
Q9KN98	SP(Sec/SPI)	0.999507	0.000493	CS pos: 19-20. VMA-QE. Pr: 0.9731
Q9KN99	SP(Sec/SPI)	0.995013	0.004987	CS pos: 19-20. CGG-ED. Pr: 0.8675
Q9KNA0	SP(Sec/SPI)	0.998714	0.001286	CS pos: 19-20. ASA-AQ. Pr: 0.8839
Q9KNA1	SP(Sec/SPI)	0.992046	0.007954	CS pos: 21-22. AHA-ET. Pr: 0.9059
Q9KNA2	SP(Sec/SPI)	0.914037	0.085963	CS pos: 20-21. TYA-ET. Pr: 0.8477
Q9KNA3	OTHER	0.006957	0.993043	
Q9KNA4	OTHER	0.000627	0.999373	
Q9KNA5	OTHER	0.001928	0.998072	
Q9KNA9	OTHER	0.000908	0.999092	
Q9KNB0	OTHER	0.037431	0.962569	
Q9KNB1	OTHER	0.003557	0.996443	
Q9KNB3	OTHER	0.005283	0.994717	
Q9KNB4	OTHER	0.000639	0.999361	
Q9KNB5	OTHER	0.001112	0.998888	
Q9KNB7	OTHER	0.000770	0.999230	
Q9KNB8	OTHER	0.024646	0.975354	
Q9KNB9	OTHER	0.060251	0.939749	
Q9KNC0	OTHER	0.004405	0.995595	
Q9KNC1	SP(Sec/SPI)	0.961392	0.038608	CS pos: 25-26. GFA-SS. Pr: 0.5721
Q9KNC2	OTHER	0.000747	0.999253	
Q9KNC6	SP(Sec/SPI)	0.921876	0.078124	CS pos: 20-21. FFA-SD. Pr: 0.4948
Q9KNC7	SP(Sec/SPI)	0.952856	0.047144	CS pos: 21-22. IKA-YL. Pr: 0.7936
Q9KNC8	SP(Sec/SPI)	0.993411	0.006589	CS pos: 19-20. ALA-QS. Pr: 0.8187
Q9KND1	OTHER	0.000435	0.999565	
Q9KND2	OTHER	0.088995	0.911005	
Q9KND3	SP(Sec/SPI)	0.992166	0.007834	CS pos: 17-18. VMA-ND. Pr: 0.9526
Q9KND5	OTHER	0.003029	0.996971	
Q9KND6	OTHER	0.001310	0.998690	
Q9KND7	OTHER	0.000933	0.999067	
Q9KND9	SP(Sec/SPI)	0.997977	0.002023	CS pos: 21-22. ASA-KV. Pr: 0.8761
Q9KNE1	OTHER	0.001097	0.998903	
Q9KNE2	OTHER	0.000966	0.999034	
Q9KNE3	OTHER	0.070424	0.929576	
Q9KNF2	OTHER	0.009397	0.990603	
Q9KNF4	OTHER	0.000438	0.999562	
Q9KNF5	SP(Sec/SPI)	0.957392	0.042608	CS pos: 20-21. VLA-TS. Pr: 0.5419
Q9KNF7	OTHER	0.002710	0.997290	
Q9KNF8	OTHER	0.000771	0.999229	
Q9KNF9	OTHER	0.249289	0.750711	
Q9KNG0	OTHER	0.000417	0.999583	
Q9KNG1	OTHER	0.001317	0.998683	
Q9KNG2	OTHER	0.000256	0.999744	
Q9KNG3	OTHER	0.003025	0.996975	
Q9KNG6	OTHER	0.001082	0.998918	
Q9KNH9	OTHER	0.002340	0.997660	
Q9KNI2	OTHER	0.005776	0.994224	
Q9KNI5	OTHER	0.001418	0.998582	
Q9KNI6	OTHER	0.004003	0.995997	
Q9KNI8	OTHER	0.027871	0.972129	
Q9KNJ1	SP(Sec/SPI)	0.989737	0.010263	CS pos: 21-22. LAA-QN. Pr: 0.8080
Q9KNJ3	OTHER	0.002346	0.997654	
Q9KNJ5	OTHER	0.001658	0.998342	
Q9KNJ6	OTHER	0.001184	0.998816	
Q9KNJ8	OTHER	0.000315	0.999685	
Q9KNJ9	OTHER	0.069989	0.930011	
Q9KNK1	OTHER	0.002846	0.997154	
Q9KNL1	OTHER	0.000263	0.999737	
Q9KNL3	OTHER	0.002064	0.997936	
Q9KNL5	OTHER	0.001118	0.998882	
Q9KNM0	OTHER	0.004082	0.995918	
Q9KNM5	OTHER	0.164530	0.835470	
Q9KNM7	OTHER	0.002312	0.997688	
Q9KNM8	OTHER	0.001581	0.998419	
Q9KNN0	OTHER	0.000666	0.999334	
Q9KNN5	OTHER	0.060516	0.939484	
Q9KNP0	SP(Sec/SPI)	0.955649	0.044351	CS pos: 25-26. ALA-YG. Pr: 0.4262
Q9KNP4	OTHER	0.004004	0.995996	
Q9KNP8	OTHER	0.004346	0.995654	
Q9KNQ1	OTHER	0.012622	0.987378	
Q9KNQ5	OTHER	0.084682	0.915318	
Q9KNR0	OTHER	0.006007	0.993993	
Q9KNR2	OTHER	0.000527	0.999473	
Q9KNR3	OTHER	0.003268	0.996732	
Q9KNR4	OTHER	0.000676	0.999324	
Q9KNR5	OTHER	0.000790	0.999210	
Q9KNR8	OTHER	0.008210	0.991790	
Q9KNR9	SP(Sec/SPI)	0.878011	0.121989	CS pos: 26-27. ALA-ST. Pr: 0.5895
Q9KNS7	OTHER	0.027234	0.972766	
Q9KNS9	SP(Sec/SPI)	0.800891	0.199109	CS pos: 17-18. TQS-RE. Pr: 0.6517
Q9KNT1	OTHER	0.019936	0.980064	
Q9KNT3	OTHER	0.008244	0.991756	
Q9KNU0	OTHER	0.002422	0.997578	
Q9KNU1	OTHER	0.004978	0.995022	
Q9KNU2	OTHER	0.013660	0.986340	
Q9KNU3	OTHER	0.002492	0.997508	
Q9KNU4	OTHER	0.001299	0.998701	
Q9KNU6	OTHER	0.000757	0.999243	
Q9KNU7	OTHER	0.064132	0.935868	
Q9KNU8	OTHER	0.001569	0.998431	
Q9KNU9	SP(Sec/SPI)	0.998425	0.001575	CS pos: 21-22. CKA-NQ. Pr: 0.9545
Q9KNV0	OTHER	0.346114	0.653886	
Q9KNV3	OTHER	0.000319	0.999681	
Q9KNV8	SP(Sec/SPI)	0.999093	0.000907	CS pos: 21-22. ALA-NP. Pr: 0.8613
Q9KNV9	SP(Sec/SPI)	0.943498	0.056502	CS pos: 28-29. SYA-DL. Pr: 0.8967
Q9KNW1	OTHER	0.001747	0.998253	
Q9KNW3	OTHER	0.001374	0.998626	
Q9KNW5	OTHER	0.001952	0.998048	
Q9KNW6	OTHER	0.001090	0.998910	
Q9KNW8	OTHER	0.001257	0.998743	
Q9KNW9	OTHER	0.013836	0.986164	
Q9KNX0	OTHER	0.001012	0.998988	
Q9KNX1	OTHER	0.000428	0.999572	
Q9KNX5	OTHER	0.001635	0.998365	
Q9KNX9	SP(Sec/SPI)	0.990944	0.009056	CS pos: 23-24. AYA-AD. Pr: 0.9658
Q9KNY0	OTHER	0.001207	0.998793	
Q9KP10	SP(Sec/SPI)	0.961281	0.038719	CS pos: 22-23. ALA-FP. Pr: 0.8184
Q9KP11	OTHER	0.001527	0.998473	
Q9KP12	OTHER	0.001514	0.998486	
Q9KP13	SP(Sec/SPI)	0.809222	0.190778	CS pos: 19-20. AAS-LS. Pr: 0.3534
Q9KP14	OTHER	0.005935	0.994065	
Q9KP15	OTHER	0.002538	0.997462	
Q9KP16	OTHER	0.001278	0.998722	
Q9KP22	OTHER	0.000416	0.999584	
Q9KP23	OTHER	0.000121	0.999879	
Q9KP24	SP(Sec/SPI)	0.990624	0.009376	CS pos: 22-23. LLA-NQ. Pr: 0.7917
Q9KP25	OTHER	0.037157	0.962843	
Q9KP26	OTHER	0.002191	0.997809	
Q9KP27	SP(Sec/SPI)	0.966045	0.033955	CS pos: 21-22. VLA-DH. Pr: 0.8902
Q9KP28	OTHER	0.068983	0.931017	
Q9KP29	SP(Sec/SPI)	0.995343	0.004657	CS pos: 20-21. AFA-HN. Pr: 0.8317
Q9KP31	SP(Sec/SPI)	0.879499	0.120501	CS pos: 32-33. SYA-DV. Pr: 0.8240
Q9KP32	OTHER	0.096179	0.903821	
Q9KP36	OTHER	0.001551	0.998449	
Q9KP39	OTHER	0.171316	0.828684	
Q9KP44	OTHER	0.001312	0.998688	
Q9KP55	OTHER	0.000774	0.999226	
Q9KP58	OTHER	0.022935	0.977065	
Q9KP59	SP(Sec/SPI)	0.992738	0.007262	CS pos: 21-22. ATA-AT. Pr: 0.8606
Q9KP60	OTHER	0.000629	0.999371	
Q9KP61	OTHER	0.000552	0.999448	
Q9KP64	OTHER	0.002930	0.997070	
Q9KP67	OTHER	0.120154	0.879846	
Q9KP69	OTHER	0.000442	0.999558	
Q9KP72	OTHER	0.001721	0.998279	
Q9KP74	OTHER	0.002957	0.997043	
